Done? (Y),Company/Organization,Test Name,Select,*URL,Test Type (Lab or Kit),Country of Origin,US Regulatory Status,Category,Authorized Setting(s) per FDA,Technology,Analyte,Assay,Specimen Type,Transport Media,Gene,Antigen,Sample Prep,Detection,TAT,Analytical Sensitivity (LOD),LOD of FDA Reference Panel (NDU/mL),Cross- Reactivity,PPA/Sensitivity,PPA Sample Size,PPA Specimen Type,NPA/Specificity,NPA Sample Size,NPV @ 5% prevalence,PPV@ 5% prevalence,Manufacturer's Validation Notes,External Quality Control,Process (internal) Control,Positive Control,*Publications,*IFU,*Letter of Authorization (EUA),Creation Date,Modified Date,,,Needs Review
,"Wadsworth Center, New York State Department of Health",New York SARS-CoV Microsphere Immunoassay for Antibody Detection,,https://www.wadsworth.org/,Lab,USA,"EUA granted Apr 30, 2020",Laboratory,H,Serology,IgA/IgM/IgG,Homogeneous Immunoassay,Serum,None,NA,N (full length),Manual,Luminex FlexMap dual laser cytometer,ND,NA,,"1/5 positive for West Nile Virus antibody-positive specimens, 2/5 indeterminates for Chikungunya Virus antibody-positive specimens and 1/5 indeterminates from HIV antibody-positive specimens",88.00%,108,Clinical,98.80%,433,99.40%,79.40%,,"Sensitivity determined by comparison to >20 days post-symptom onset PCR positive specimens; Sensitivity for earlier windows: 17.9% (<7 dps, n=179), 31.3% (7-10 dps, n=67), 48.9% (11-15 dps, n=47), 49.2% (16-20 dps, n=126).",included,included,included,ND,https://www.fda.gov/media/137541/download,https://www.fda.gov/media/137540/download,5/4/2020 13:39,5/11/2020 23:37,,
,Biocerna,SARS-CoV-2 Test,,http://www.biocerna.com/,Lab,USA,"EUA granted Apr 28,2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Nasal, mid-turbinate, nasopharyngeal, and oropharyngeal swab and bronchoalveolar
 lavage (BAL)","OraCollect-RNA, VTM",ORF1ab N S,NA,"ABI/ThermoFisher MagMAX Viral/Pathogen Nucleic acid isolation
 kit automated on the KingFisher Flex Purification system",ABI QuantStudio 5 real-time PCR system with ABI Design and Analysis Software version 2.3.3,ND,"250 copies/mL for Genotek OR-100
 collection device and 375 copies/mL for the Copan eSwab",,No cross-reactivity predicted in silico,100.00%,30,Contrived,100.00%,30,100.00%,100.00%,,PPA determined with contrived NS specimens spiked with genomic RNA (BEI).,included,included,included,ND,https://www.fda.gov/media/137450/download,https://www.fda.gov/media/137451/download,5/4/2020 11:29,6/19/2020 18:44,,
,"Altru Diagnostics, Inc.",Altru Dx SARS-CoV-2 RT-PCR assay,,https://www.altru.org/coronavirus/,Lab,USA,"EUA granted Apr 30, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Upper respiratory specimens such as nasal, midturbinate, nasopharyngeal, and oropharyngeal swab specimens",ND,ORF1ab N S,NA,"ThermoFisher KingFisher Flex Purification System with
 Applied Biosystems MagMax Viral/Pathogen Nucleic Acid Isolation Kit","ABI QuantStudio 12K Flex Real-Time PCR System (384-well, Block) with
 Software version: QuantStudio 12K Flex Software V.1.2.2",ND,625 copies/mL,,No cross-reactivity predicted in silico nor detected in wet lab testing,100.00%,35,Clinical and Contrived,100.00%,30,100.00%,100.00%,,"PPA determined with contrived NS specimens (n=30) spiked with genomic RNA from NR52285 v2019-nCoV/USA-WA1/2020, and clinical nasal swab specimens (n=5) confirmed positive by Houston Department of Health and Human Services (HDHHS) using the CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel.",included,included,included,ND,https://www.fda.gov/media/137546/download,https://www.fda.gov/media/137545/download,5/4/2020 10:52,5/25/2020 8:43,,
,"BioFire Diagnostics, LLC",BioFire Respiratory Panel 2.1,,https://www.biofiredx.com/covid-19/,Kit,USA,"EUA granted May 1,2020",Laboratory,H,Molecular,RNA,rRT-PCR,Nasopharyngeal swab,VTM,"S M Adenovirus, Coronavirus 229E, Coronavirus HKU1, Coronavirus NL63, Coronavirus OC43, Human Metapneumovirus, Human Rhinovirus/Enterovirus, Influenza A, including subtypes H1, H3 and H1-2009, Influenza B, Parainfluenza Virus 1, Parainfluenza Virus 2, Parainfluenza Virus 3, Parainfluenza Virus 4, Respiratory Syncytial Virus, Bordetella parapertussis, Bordetella pertussis, Chlamydia pneumoniae, Mycoplasma pneumonia.",NA,BioFire FilmArray® 2.0 or FilmArray® Torch systems,BioFire FilmArray® 2.0 or FilmArray® Torch systems,~45 min,300 copies/mL (SARS-CoV-2),,No cross-reactivity predicted in silico nor detected in wet lab testing (for CoV-2),99.00%,99,Clinical and Contrived,100.00%,59,99.95%,100.00%,,"PPA determined with clinical NP specimens (n=49) compared to Hologic Panther Fusion® SARS-CoV-2 (14/15), LDT-based on CDC EUA assay (15/15), Roche cobas® SARS-CoV-2 (20/20), and contrived NP specimens (n=50) spiked with inactivated SARS-CoV-2 isolate USA-WA1/2020.",not included,included,included,ND,https://www.fda.gov/media/137583/download,https://www.fda.gov/media/137580/download,5/4/2020 1:49,5/25/2020 8:43,,
,"Bio-Rad Laboratories, Inc",Bio-Rad SARS CoV-2-ddPCR Test,,https://www.bio-rad.com/featured/en/coronavirus-covid-19-assay-development-vaccine-research.html,Kit,USA,"EUA granted May 1, 2020",Laboratory,H,Molecular,RNA,rRT-digital PCR,"Nasopharyngeal, anterior nasal and mid-turbinate nasal swabs,nasopharyngeal wash/aspirate and nasal aspirate","VTM, UTM",N (N1 and N2 regions),NA,ABI/ThermoFisher MagMAXViral/Pathogen NucleicAcid Isolation Kit or QIAamp Viral Mini Kit,"Bio-Rad AutoDG QXDx, QX200,7 C1000 Touch Thermal Cycler with 96–Deep Well Reaction Module andS1000 Thermal Cycler with 96-Deep Well Reaction Module",~ 5.5 hrs (detection),625 copies/mL,,No cross-reactivity predicted in silico,94.90%,39,Clinical,95.00%,40,99.72%,49.97%,,PPA and NPA were determined by comparing to the Seegene Allplex 2019-nCoV Assay,not included,included,included,ND,https://www.fda.gov/media/137579/download,https://www.fda.gov/media/137576/download,5/4/2020 0:16,5/25/2020 8:43,,
,Roche Diagnostics,Elecsys Anti-Sars-CoV-2,,https://diagnostics.roche.com/us/en/products/params/elecsys-anti-sars-cov-2.html,Kit,USA,"EUA granted May 2, 2020",Laboratory,"H,M",Serology,IgM/IgG,Homogeneous Immunoassay,Serum and plasma,NA,NA,ND,None,"cobas e 411, e 601, e 602 or e 801 immunodiagnostic analyzers",18 min,NA,,No cross-reactivity detected in wet lab testing,100.00%,29,Clinical,99.80%,5272,100.00%,96.50%,,"Sensitivity determined by comparison to >13d post PCR positive specimens.
 Sensitivity for earlier windows: 65.5% (<7d ppp n=116), 88.1% (7-13d ppp, n=59)",not included,not included,included,ND,https://www.fda.gov/media/137605/download,https://www.fda.gov/media/137602/download,5/3/2020 19:03,5/25/2020 9:20,,
,Abbott Laboratories Inc.,SARS-CoV-2 IgG assay,,https://www.corelaboratory.abbott/us/en/offerings/segments/infectious-disease/sars-cov-2,Kit,USA,"EUA granted Apr 26, 2020; amended May 9, 2020",Laboratory,H,Serology,IgG,Homogeneous Immunoassay,"Serum, serum separator tube and plasma",NA,NA,ND,ARCHITECT i and Alinity i Systems,ARCHITECT i and Alinity i Systems,ND,NA,,2/205 positives for Cytomegalovirus (CMV) antibody-positive specimens,100.00%,88,Clinical,99.60%,1070,100.00%,92.94%,,"Sensitivity determined by comparison to >13d post-symptom onset PCR positive specimens; Sensitivity for earlier windows: 0% (<3d pso, n=4), 25% (3-7d pso, n=8), 86.4% (8-13d pso, n=22). NPA determined using pre-COVID outbreak samples.",not included,included,included,ND,Architect: https://www.fda.gov/media/137383/download; Alinity: https://www.fda.gov/media/137910/download,https://www.fda.gov/media/137384/download,5/2/2020 9:46,6/1/2020 0:11,,
,Ultimate Dx Laboratory,UDX SARS-CoV-2 Molecular Assay,,https://ultimatedx.com/,Lab,USA,EUA granted Apr 24 2020,Laboratory,H,Molecular,RNA,rRT-PCR,"Nasal, nasopharyngeal and oropharyngeal swabs",ND,ORF1ab,NA,ABI/ThermoFisher KingFisher Flex Purification RNA extraction,ABI QuantStudio 12K platform with QuantSutdio 12K Flex Software v 1.4,ND,100 copies/mL,,No cross-reactivity predicted in silico nor detected in wet lab testing,100.00%,60,Contrived,100.00%,60,100.00%,100.00%,,PPA determined with 30 contrived NP UTM and 30 contrived NP ThinPrep specimens spiked with Synthetic SARS-CoV-2 RNA pseudovirus. NPA determined with 30 contrived NP UTM and NP 30 contrived ThinPrep samples.,not included,included,included,ND,https://www.fda.gov/media/137372/download,https://www.fda.gov/media/137371/download,4/26/2020 17:42,5/25/2020 8:51,,
,Autobio Diagnostics Co.Ltd.,Anti-SARS-CoV-2 Rapid Test,,http://www.autobio.com.cn/en/,Kit,USA,"EUA granted Apr 24,2020",Laboratory,"H,M",Serology,IgM/IgG,Lateral Flow,Serum or Plasma,NA,NA,ND,None,Gold with visual read,15 - 20 min,NA,,No cross-reactivity in wet lab testing,99.00%,302,Clinical,99.00%,312,99.90%,84.40%,,PPA determined with 405 clinical serum and plasma specimens positive by PCR; there were 48 false negatives. NPA was determined with clinical serum and plasma specimens negative by PCR. There were 3 false positives.,not included,included,not included,ND,https://www.fda.gov/media/137367/download,https://www.fda.gov/media/137364/download,4/26/2020 17:12,6/20/2020 7:47,,
,"Ortho Clinical Diagnostics, Inc.",VITROS Immunodiagnostic Products Anti-SARS-CoV-2 IgG Reagent Pack,,https://www.orthoclinicaldiagnostics.com/en-us/home/covid-19-antibody-test-released-by-ortho-clinical-diagnostics,Kit,USA,"EUA granted Apr 24, 2020; amended May 20, 2020",Laboratory,"H,M",Serology,IgG,Homogeneous Immunoassay,Serum,NA,NA,IgG,Ortho VITROS ECi/ECiQ/3600 Immunodiagnostic Systems and the VITROS 5600/XT 7600 Integrated Systems,Ortho VITROS ECi/ECiQ/3600 Immunodiagnostic Systems and the VITROS 5600/XT 7600 Integrated Systems,48 min to first result (37 min inucbation),NA,,No cross-reactivity detected in wet lab testing,90.00%,40,Clinical,100.00%,407,99.48%,100.00%,,"Sensitivity was determined with 40 PCR positive specimens collected >15 days post symptom onset; Sensitivity for earlier windows: 83.3% (12-15d pso n=15).
 Specificity was determined with presumed SARS-CoV-2 negative samples from healthy blood donors.",not included,not included,not included,ND,https://www.fda.gov/media/137363/download,https://www.fda.gov/media/137360/download,4/26/2020 16:13,6/1/2020 0:32,,
,DiaSorin Inc.,LIASON SARS-CoV-2 S1/S2 IgG,,https://www.diasorin.com/home/,Kit,USA,"EUA granted Apr 24,2020",Laboratory,"H,M",Serology,IgG,Homogeneous Immunoassay,Serum or plasma,"sodium heparin, lithium heparin, and potassium EDTA",NA,S (recombinant S1 and S2 regions),Manual,LIASON XL analzyer,35 min,NA,,No cross-reactivity in wet lab testing,97.60%,41,Clinical,99.30%,1090,99.90%,88.00%,,PPA determined with clinical serum and plasma specimens compared to SARS-CoV-2 RT-PCR positive patients admitted in three hospitals. NPA determined with presumed negative samples from a European laboratory (n=90) and European blood donors (n=1000) that were collected prior to the COVID-19 outbreak.,not included,not included,not included,ND,https://www.fda.gov/media/137359/download,https://www.fda.gov/media/137356/download,4/26/2020 14:15,6/11/2020 12:12,,
,Diatherix Eurofins Laboratory,SARS-CoV-2 PCR Test,,http://eurofins-diatherix.com/covid-19/,Lab,USA,"EUA granted Apr 22, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Nasal swabs, nasopharyngeal swabs/wash, oropharyngeal swabs/throat swabs, bronchial aspirates, or sputum",ND,ND,NA,Qiagen ClearMag or Omega Bio-tek MagBind Viral DNA/RNA on Thermo Fisher Scientific KingFisher Flex System,"Amplification: ABI GeneAmp 9700, Thermo Fisher Scientific Veriti 96-well Thermal Cycler; Detection: Sensovation AG SensoSpot Fluorescence Low Density Microarray Analyzer",ND,1 copy/µL,,No cross-reactivity predicted in silico nor detected in wet lab testing,98.90%,88,Contrived,100.00%,183,99.94%,100.00%,,"PPA determined (87/88) with 27 contrived sputum, 25 NP swabs, 11 nasal swabs, 14 throat swabs, and 11 BAL specimens spiked with either genomic SARS-CoV-2 RNA (32 samples) or in vitro transcribed RNA (56 samples); 100% (5/5) with clinical specimens (sample type not disclosed) confirmed by Alabama Public Laboratory (test method not disclosed). NPA determined with nasal swabs, NP swabs, throat swabs, bronchial washes, and sputum specimens; 100% (5/5) with clinical specimens (sample type not disclosed) confirmed by Alabama Public Laboratory (test method not disclosed).",included,included,included,ND,https://www.fda.gov/media/137255/download,https://www.fda.gov/media/137256/download,4/23/2020 23:39,5/11/2020 23:30,,
,Altona Diagnostics GmbH,RealStar SARS-CoV02 RT-PCR Kits,,https://altona-diagnostics.com/en/products/reagents-140/reagents/realstar-real-time-pcr-reagents/realstar-sars-cov-2-rt-pcr-kit-ruo.html,Kit,USA,"EUA granted Apr 22, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Nasopharyngeal swabs, oropharyngeal (throat) swabs, anterior nasal swabs, mid-turbinate nasal swabs, nasal washes and nasal aspirates",UTM,E S,NA,Altona AltoStar Purification Kit 1.5 with the AltoStar Automation System AM16,"Bio-Rad CFX96™ Touch Real-Time PCR Detection System, Bio-Rad CFX96™ Touch Deep Well Real-Time PCR Detection System",,1.0 x 10^-01 plaque forming units/mL,,No cross-reactivity predicted in silico nor detected in wet lab testing,97.00%,34,Contrived,100.00%,34,99.84%,100.00%,,PPA determined with contrived NP specimens spiked with heat inactivated SARS-CoV-2 cell culture supernatant (source not disclosed). NPA determined with with NP specimens(source not disclosed).,not included,included,included,ND,https://www.fda.gov/media/137252/download,https://www.fda.gov/media/137257/download,4/23/2020 22:56,6/11/2020 12:12,,
,"SD Biosensor, Inc.",STANDARD M nCoV Real-Time Detection Kit,,http://sdbiosensor.com/xe/product/7653,Kit,South Korea,"EUA granted Apr 23, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Nasopharyngeal, oropharyngeal, nasal, and midturbinate nasal swab, and sputum",UTM,ORF1ab (RdRP region) E,NA,Qiagen QIAamp® Viral RNA Mini Kit,Roche LightCycler® 480 (S/W version 1.5.1.62); Bio-Rad CFX96™ Dx System (S/W version 3.1); ABI 7500 Real-Time PCR Instrument System (S/W version 2.0.6),ND,0.5 copies/µL for upper and lower respiratory specimens (ABI 7500); 0.25 copies/µL for upper respiratory specimens and 0.125 copy/µL for lower respiratory specimens (CFX95); 0.5 copies/µL for upper respiratory specimens and 0.25 copy/µL for lower respiratory specimens (LC480),,No cross-reactivity predicted in silico nor detected in wet lab testing,100.00%,60,Contrived,100.00%,60,100.00%,100.00%,,PPA determined with 30 contrived NP and 30 contrived sputum specimens spiked with SARS-CoV-2 viral genomic RNA (source not disclosed). NPA determined with 30 NP specimens and 30 sputum specimens (source not disclosed).,not included,included,included,ND,https://www.fda.gov/media/137302/download,https://www.fda.gov/media/137303/download,4/23/2020 22:38,5/11/2020 23:31,,
,"Abbott Diagnostics Scarborough, Inc.",ID Now COVID-19,,https://www.alere.com/en/home/product-details/id-now-covid-19.html,Kit,USA,"EUA granted Mar 25, 2020; amended Apr 21, 2020","Laboratory, POC","H,M,W",Molecular,RNA,RT-NEAR,"Nasal swab, nasopharyngeal swab, throat swab",Not allowed,ORF1ab (RdRp region),NA,Abbott ID Now,Abbott ID Now,≤ 13 minutes,125 GE/mL,,No cross-reactivity predicted in silico,100.00%,30,Contrived,100.00%,30,100.00%,100.00%,,PPA determined with contrived NP swab specimens spiked with purified viral RNA containing target sequences from the SARS-CoV-2 genome (source not disclosed). NPA determined with NP swab specimens (source not disclosed).,not included,included,included,ND,https://www.fda.gov/media/136525/download,https://www.fda.gov/media/136522/download,4/23/2020 15:22,6/11/2020 11:59,,
,Abbott Molecular,Abbott RealTime SARS-CoV-2 EUA test,,https://www.molecular.abbott/us/en/products/infectious-disease/RealTime-SARS-CoV-2-Assay,Kit,USA,"EUA granted Mar 18, 2020; amended Apr 1, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,"Nasal,nasopharyngealandoropharyngeal swabs",ND,"ORF1ab (RdRp region)
 N",NA,Abbott m2000,Abbott m2000,ND,100 GE/mL,,No cross-reactivity predicted in silico nor detected in wet lab testing,100.00%,60,Contrived,100.00%,31,100.00%,100.00%,,PPA determined with contrived NP specimens spiked with recombinant virus containing SARS-CoV-2 RNA sequences (source not disclosed). NPA determined with NP specimens (Source not disclosed).,not included,included,included,ND,https://www.molecular.abbott/sal/9N77-095_SARS-CoV-2_US_EUA_Amp_PI.pdf,https://www.fda.gov/media/136617/download,4/23/2020 15:22,5/11/2020 23:30,,
,"Atila BioSystems, Inc.",IAMP COVID-19 DETECTION KIT,,https://atilabiosystems.com/covid-19/,Kit,USA,"EUA granted Apr 10, 2020",Laboratory,H,Molecular,RNA,RT-OMEGA,"Nasal Swabs, nasopharyngeal swabs and/or oropharyngeal swabs",ND,ORF1ab N,NA,Atila iAMP Sample Buffer,"Atila Power-Gene 9600 Plus, Bio-Rad CFX96, ABI7500, and other commonly used RT-qPCR instruments with FAM and HEX fluorescent channels",60 min incl sample prep,4 copies/µL,,No cross-reactivity predicted in silico nor detected in wet lab testing,100.00%,35,Contrived,100.00%,40,100.00%,100.00%,,PPA determined with with contrived OP swab specimens spiked with AccuPlex SARS-CoV-2 Verification Panel from SeraCare (0505-0129). NPA determined with OP swab samples (source not disclosed).,not included,included,included,ND,https://www.fda.gov/media/136870/download,https://www.fda.gov/media/136872/download,4/23/2020 15:22,6/11/2020 11:58,,
,"Avellino Lab USA, Inc.",Avellino SARS-CoV-2/COVID-19 (AvellinoCoV2),,https://www.avellinocoronatest.com/product/,Lab,USA,"EUA granted Mar 25, 2020",Laboratory,H,Molecular,RNA,rRT-PCR,Nasopharyngeal and oropharyngeal swab,ND,N,NA,Qiagen QIAamp DSP Viral RNA Mini Kit,Applied Biosystems 7500 Fast Real-Time PCR System with software version 2.3,ND,55 copies/µL,,No cross-reactivity predicted in silico,100.00%,30,Contrived,100.00%,30,100.00%,100.00%,,PPA determined with contrived NP and OP swab specimens spiked with whole viral SARS-CoV-2 RNA (USA-WA1/2020). NPA determined with individual clinical oropharyngeal swabs and nasopharyngeal swab (source not disclosed).,included,included,included,ND,https://www.fda.gov/media/136453/download,https://www.fda.gov/media/136450/download,4/23/2020 15:22,5/25/2020 8:43,,
